"070041171001";0;1;"2017-01-09";1;"0428";3;0;4;2;1;2;508;0;0;0;1100;2;1;01;1;4;1;3;3;0;0;05;1;01;00;;3;35;"06";9;1;1;1;1;1;800;2;2;1;"-483421,111";"-1105705,863";"-483421,111";"-1105705,863";"-483427,061";"-1105699,516";"";"";"";"dálnice";"D1";"1336838";"";"Souhlasnýsesmìremúseku";"Pomalý";"599549";"";"GN_V0.1UIR-ADR_410";"2"
"070041171002";0;1;"2017-01-01";0;"2560";3;0;4;2;1;0;516;0;0;0;100;2;1;01;1;4;1;1;3;0;0;00;1;01;00;;17;;"XX";;;;;;;0;;;;"-474921,036";"-1100403,22";"-474921,036";"-1100403,22";"-474926,809";"-1100399,562";"";"";"";"dálnice";"D1";"3070660";"";"Souhlasnýsesmìremúseku";"Pomalý";"554821";"";"GN_V0.1UIR-ADR_410";"2"
"070041171003";0;1;"2017-01-01";0;"2560";3;0;4;2;1;0;516;0;0;0;100;2;1;01;1;4;1;3;3;0;0;00;1;01;00;;17;;"XX";;;;;;;0;;;;"-474668,355";"-1100068,968";"-474668,355";"-1100068,968";"-474673,358";"-1100064,451";"";"";"";"dálnice";"D1";"3070660";"";"Souhlasnýsesmìremúseku";"Pomalý";"554821";"";"GN_V0.1UIR-ADR_410";"2"
"070041171004";0;1;"2017-01-01";0;"2560";3;0;4;2;1;0;516;0;0;0;200;4;1;01;1;6;1;1;3;0;0;00;1;01;00;;17;;"XX";;;;;;;0;;;;"-465875,32";"-1093444,002";"-465875,32";"-1093444,002";"-465876,346";"-1093430,187";"";"";"";"dálnice";"D1";"2734480";"";"Souhlasnýsesmìremúseku";"Pomalý";"599051";"";"GN_V0.1UIR-ADR_410";"2"
"070041171005";0;1;"2017-01-01";0;"2560";3;0;4;2;1;0;516;0;0;0;200;2;1;01;1;4;1;3;3;0;0;05;1;01;00;;17;;"XX";;;;;;;0;;;;"-475149,869";"-1100846,925";"-475149,869";"-1100846,925";"-475149,533";"-1100847,035";"";"";"";"dálnice";"D1";"1730798";"";"Souhlasnýsesmìremúseku";"Pomalý";"554821";"";"GN_V0.1UIR-ADR_410";"2"
"070041171006";0;1;"2017-01-01";0;"2560";3;0;4;2;1;0;516;0;0;0;200;2;1;01;1;6;1;0;3;0;0;00;3;01;00;;17;;"XX";;;;;;;0;;;;"-476338,27";"-1104147,087";"-476338,27";"-1104147,087";"-476337,082";"-1104151,227";"";"";"";"dálnice";"D1";"1618256";"";"Souhlasnýsesmìremúseku";"Pomalý";"554821";"";"GN_V0.1UIR-ADR_410";"2"
"070041171007";1;56;"2017-01-17";2;"0653";1;4;0;1;1;2;503;0;0;2;400;2;3;01;1;4;1;0;1;3;3;00;7;02;29;1;3;13;"99";1;0;1;0;1;12;200;2;1;1;"-472564,87";"-1099278,394";"-472545,433";"-1099284,333";"-472545,447";"-1099284,446";"MORAVSKÁOSTRAVAAPØÍVOZ";"";"";"silnice1.tøídy";"56";"1284041";"";"Souhlasnýsesmìremúseku";"Pomalý";"554821";"352772";"GN_V0.1UIR-ADR_410";"1"
"070041171008";1;56;"2017-01-19";4;"0860";0;0;0;2;1;2;204;0;0;0;400;2;3;01;6;1;1;1;1;3;3;05;7;01;29;1;3;39;"02";1;1;1;0;1;13;300;2;1;1;"";"";"-472481,137";"-1099294,603";"-472481,469";"-1099295,214";"MORAVSKÁOSTRAVAAPØÍVOZ";"Dobrovského";"";"silnice1.tøídy";"56";"1729140";"";"Souhlasnýsesmìremúseku";"Pomalý";"554821";"352772";"GN_V0.1UIR-ADR_410";"1"
"070041171009";1;0;"2017-01-19";4;"0815";0;0;0;2;1;2;204;0;0;0;510;2;3;01;1;1;1;1;1;3;3;00;2;01;00;;5;12;"05";9;1;1;0;1;3;500;2;1;1;"";"";"-475103,64";"-1101247,29";"-475103,474";"-1101247,659";"MARIÁNSKÉHORYAHULVÁKY-MARIÁNSKÉHORY";"";"";"dálnice";"D1";"3125266";"";"Souhlasnýsesmìremúseku";"Pomalý";"554821";"";"GN_V0.1UIR-ADR_410";"1"
"070041171010";2;470;"2017-01-20";5;"0930";3;0;4;2;1;2;204;0;0;0;600;2;5;01;6;3;1;1;1;0;0;00;3;01;00;;3;60;"16";9;1;1;0;1;1;600;2;1;1;"-475423,799";"-1101044,903";"-475423,799";"-1101044,903";"-475428,65";"-1101042,551";"MARIÁNSKÉHORYAHULVÁKY";"";"";"dálnice";"D1";"3276132";"";"Opaènýkesmìruúseku";"Pomalý";"554821";"";"GN_V0.1UIR-ADR_410";"1"
"070041171011";0;1;"2017-01-23";1;"0930";3;0;3;2;1;2;508;0;0;0;220;2;1;01;1;1;1;3;1;0;0;00;1;01;00;;7;62;"13";9;0;1;0;1;1;100;3;1;1;"-463348,449";"-1092646,313";"-463348,449";"-1092646,313";"-463336,612";"-1092669,786";"";"";"";"dálnice";"D1";"3049476";"";"Souhlasnýsesmìremúseku";"Pomalý";"599051";"";"GN_V0.1UIR-ADR_410";"2"
"070041171012";0;1;"2017-01-31";2;"1844";3;0;4;2;1;2;204;0;0;0;600;4;8;01;5;7;1;6;1;0;0;00;1;01;00;;5;44;"08";3;1;1;0;1;1;300;3;1;1;"";"";"-484755,534";"-1109166,775";"-484753,496";"-1109166,977";"";"";"";"dálnice";"D1";"3122165";"";"Souhlasnýsesmìremúseku";"Pomalý";"556858";"";"GN_V0.1UIR-ADR_410";"2"
"070041171013";0;1;"2017-01-31";2;"2105";3;0;4;2;1;2;204;0;0;0;400;2;5;01;5;4;1;6;1;0;0;00;1;01;00;;3;27;"07";1;1;1;0;1;1;300;2;1;1;"-476435,259";"-1104213,131";"-476435,796";"-1104215,28";"-476434,826";"-1104216,488";"";"";"";"dálnice";"D1";"1618256";"";"Souhlasnýsesmìremúseku";"Pomalý";"554821";"";"GN_V0.1UIR-ADR_410";"2"
"070041171014";0;1;"2017-02-08";3;"2560";3;0;3;2;1;0;511;0;0;0;20;3;1;01;1;1;1;6;3;0;0;00;1;01;00;;17;;"XX";;;;;;;0;;;;"-477403,92";"-1104694,189";"-477403,92";"-1104694,189";"-477404,818";"-1104689,579";"";"";"";"dálnice";"D1";"3149815";"";"Souhlasnýsesmìremúseku";"Pomalý";"554821";"";"GN_V0.1UIR-ADR_410";"2"
"070041171015";0;1;"2017-02-17";5;"0903";3;0;9;2;1;2;504;0;0;0;50;2;3;01;1;1;1;0;0;0;0;09;1;01;00;;5;26;"15";3;0;1;0;1;1;0;2;1;1;"-484557,932";"-1106931,714";"-484557,932";"-1106931,714";"-484567,88";"-1106902,436";"";"";"";"místníkomunikace";"";"1775051";"";"Souhlasnýsesmìremúseku";"Pomalý";"556858";"";"GN_V0.1UIR-ADR_410";"2"
"070041171016";0;1;"2017-02-22";3;"0841";2;0;0;2;1;0;504;0;0;0;55;2;3;01;1;1;1;1;0;0;0;09;1;02;00;;3;08;"13";1;0;3;0;1;1;5;2;1;1;"-484555,956";"-1106933,898";"-484522,114";"-1106929,064";"-484512,086";"-1106933,762";"";"";"";"místníkomunikace";"";"1775053";"";"Souhlasnýsesmìremúseku";"Pomalý";"556858";"";"GN_V0.1UIR-ADR_410";"2"
