"050040170001";0;11;"2017-01-01";0;"1617";3;0;4;2;1;2;204;0;0;0;800;2;5;01;2;2;1;1;3;0;0;00;2;01;00;;3;39;"00";1;1;0;1;1;3;400;2;1;1;"-648637,759";"-1048050,873";"-648637,759";"-1048050,873";"-648641,523";"-1048047,292";"";"";"";"dálnice";"D11";"1403767";"";"Souhlasnısesmìremúseku";"Pomalı";"570656";"";"GN_V0.1UIR-ADR_410";"2"
"050040170006";0;11;"2017-01-20";5;"1355";1;3;0;2;1;2;516;0;0;0;600;2;1;01;1;1;1;1;1;0;0;00;1;02;00;;3;39;"16";3;0;0;0;1;1;300;3;1;1;"-646958,594";"-1046542,09";"-646958,594";"-1046542,09";"-646962,434";"-1046539,307";"";"";"";"dálnice";"D11";"1656287";"";"Souhlasnısesmìremúseku";"Pomalı";"575305";"";"GN_V0.1UIR-ADR_410";"2"
"050040170007";0;11;"2017-01-23";1;"1245";3;0;4;2;1;2;508;0;0;0;650;2;1;01;1;1;1;3;3;0;0;00;1;01;00;;5;12;"15";3;0;0;1;1;3;500;2;2;1;"-656290,642";"-1048561,515";"-656290,642";"-1048561,515";"-656290,642";"-1048566,922";"";"";"";"dálnice";"D11";"1403754";"";"Souhlasnısesmìremúseku";"Pomalı";"569968";"";"GN_V0.1UIR-ADR_410";"2"
"050040170009";0;11;"2017-01-27";5;"2560";3;0;4;2;1;0;516;0;0;0;650;2;1;01;1;1;1;1;3;0;0;00;3;01;00;;17;;"XX";;;;;;;0;;;;"-648314,82";"-1047992,212";"-648314,82";"-1047992,212";"-648318,934";"-1047993,997";"";"";"";"dálnice";"D11";"1583798";"";"Souhlasnısesmìremúseku";"Pomalı";"570656";"";"GN_V0.1UIR-ADR_410";"2"
"050206170001";2;324;"2017-01-01";0;"0535";9;0;0;2;1;8;203;0;0;0;8050;2;1;01;1;6;1;1;8;0;0;00;1;01;00;;3;26;"16";3;0;3;0;1;1;8000;2;5;1;"-651486,765";"-1037661,25";"-651486,765";"-1037661,25";"-651488,508";"-1037647,808";"";"";"";"silnice2.tøídy";"324";"3394796";"";"Opaènıkesmìruúseku";"Pomalı";"570451";"";"GN_V0.1UIR-ADR_410";"2"
"050206170002";6;;"2017-01-01";0;"2560";3;0;2;2;1;0;504;0;0;0;200;2;1;01;1;1;1;1;8;3;5;02;4;01;10;6;17;;"XX";;;;;;;0;;;;"-641763,941";"-1041983,352";"-641763,941";"-1041983,352";"-641764,252";"-1041983,843";"HradecKrálové";"Klumparova";"";"místníkomunikace";"";"269521";"";"Souhlasnısesmìremúseku";"Pomalı";"569810";"128317";"GN_V0.1UIR-ADR_410";"1"
"050206170003";6;;"2017-01-01";0;"1705";6;0;0;2;4;0;100;0;0;0;20;2;1;01;1;4;1;1;1;0;0;00;1;01;00;;3;12;"08";1;0;0;0;1;5;20;2;1;1;"-638718,006";"-1044452,903";"-638718,006";"-1044452,903";"-638715,714";"-1044453,149";"";"";"";"místníkomunikace";"";"1930441";"";"";"Pomalı";"569810";"129194";"GN_V0.1UIR-ADR_410";"2"
"050206170004";6;;"2017-01-02";1;"2560";2;0;0;2;1;0;504;0;0;0;150;1;1;01;1;1;1;1;1;0;0;10;1;02;00;;17;;"XX";;;;;;;0;;;;"-641743,331";"-1042295,579";"-641743,331";"-1042295,579";"-641741,652";"-1042288,314";"HradecKrálové";"Nerudova";"";"místníkomunikace";"";"270634";"";"Souhlasnısesmìremúseku";"Pomalı";"569810";"129607";"GN_V0.1UIR-ADR_410";"1"
"050206170005";6;;"2017-01-02";1;"2560";2;0;0;2;1;0;506;0;0;0;200;2;6;01;1;1;1;0;1;0;0;00;3;02;00;;17;;"XX";;;;;;;0;;;;"-647790,343";"-1040093,999";"-647772,53";"-1040107,494";"-647772,166";"-1040107,078";"Stìery";"Stìírky";"";"místníkomunikace";"";"262067";"";"Souhlasnısesmìremúseku";"Pomalı";"570931";"";"GN_V0.1UIR-ADR_410";"1"
"050206170006";1;35;"2017-01-01";0;"2560";1;4;0;2;1;0;516;0;0;0;50;2;1;01;1;1;1;1;1;0;0;00;1;02;00;;5;12;"13";3;0;1;0;1;3;0;9;;;"-643929,526";"-1039088,116";"-643929,526";"-1039088,116";"-643923,919";"-1039084,145";"";"";"";"silnice1.tøídy";"35";"3304942";"";"Souhlasnısesmìremúseku";"Pomalı";"569810";"128392";"GN_V0.1UIR-ADR_410";"2"
"050206170007";2;327;"2017-01-03";2;"1025";0;0;0;2;1;2;508;0;0;0;400;2;3;01;1;1;1;1;0;0;0;00;3;02;00;;5;48;"07";3;0;0;0;1;1;0;3;1;1;"-666674,58";"-1040266,914";"-666656,784";"-1040257,207";"-666655,725";"-1040257,508";"";"";"";"silnice2.tøídy";"327";"1330410";"";"Souhlasnısesmìremúseku";"Pomalı";"570478";"";"GN_V0.1UIR-ADR_410";"2"
"050206170008";1;33;"2017-01-03";2;"1255";3;0;9;2;1;0;516;0;0;0;200;2;3;01;1;1;1;1;1;0;0;00;1;02;00;;17;;"XX";;;;;;;0;;;;"-639277,413";"-1032899,252";"-639277,413";"-1032899,252";"-639276,945";"-1032899,782";"";"";"";"silnice1.tøídy";"33";"240864";"";"Souhlasnısesmìremúseku";"Pomalı";"570877";"";"GN_V0.1UIR-ADR_410";"2"
"050206170009";2;280;"2017-01-03";2;"1515";2;0;0;2;1;2;508;0;0;0;1760;2;3;01;1;1;1;1;6;0;0;00;2;02;00;;3;38;"06";1;0;1;0;1;1;700;2;2;0;"-664929,382";"-1030397,038";"-664941,797";"-1030383,543";"-664942,22";"-1030384,113";"Smidary";"J.A.Komenského";"";"silnice2.tøídy";"280";"3229555";"";"Opaènıkesmìruúseku";"Pomalı";"570869";"134554";"GN_V0.1UIR-ADR_410";"1"
"050206170010";3;29912;"2017-01-03";2;"1630";1;4;0;2;1;2;503;0;0;0;520;2;3;01;1;2;1;1;1;0;0;00;1;02;00;;3;21;"97";1;0;1;0;1;1;20;2;1;1;"-640885,653";"-1041445,072";"-640885,653";"-1041445,072";"-640886,175";"-1041444,91";"HradecKrálové";"AkademikaBedrny";"";"silnice3.tøídy";"29912";"1861421";"";"Opaènıkesmìruúseku";"Pomalı";"569810";"126586";"GN_V0.1UIR-ADR_410";"1"
"050206170011";6;;"2017-01-04";3;"0623";1;2;0;2;1;2;204;0;0;0;70;2;8;01;7;5;1;1;1;0;0;00;3;02;00;;3;12;"99";1;1;0;0;1;5;30;2;1;1;"-641698,088";"-1040318,604";"-641698,088";"-1040318,604";"-641679,515";"-1040319,356";"HradecKrálové";"Kydlinovská";"";"místníkomunikace";"";"1673709";"";"Souhlasnısesmìremúseku";"Pomalı";"569810";"128546";"GN_V0.1UIR-ADR_410";"1"
"050206170012";2;299;"2017-01-04";3;"0730";3;0;3;2;1;0;501;0;0;0;970;2;6;01;5;2;1;1;1;0;0;00;1;02;00;;17;;"XX";;;;;;;0;;;;"-631030,901";"-1040429,167";"-631030,901";"-1040450,219";"-631030,6";"-1040450,198";"";"";"";"silnice2.tøídy";"299";"3267128";"";"Souhlasnısesmìremúseku";"Pomalı";"570265";"";"GN_V0.1UIR-ADR_410";"2"
