IDENTIFIKA»NÕ »ÕSLO,DRUH POZEMNÕ KOMUNIKACE,»ÕSLO POZEMNÕ KOMUNIKACE,"den, mÏsÌc, rok",,Ëas ,DRUH NEHODY,DRUH SR¡éKY JEDOUCÕCH VOZIDEL,DRUH PEVN… PÿEK¡éKY,CHARAKTER NEHODY,ZAVINÃNÕ NEHODY,ALKOHOL U VINÕKA NEHODY PÿÕTOMEN,HLAVNÕ PÿÕ»INY NEHODY,usmrceno osob,tÏûce zranÏno osob,lehce zranÏno osob,CELKOV¡ HMOTN¡ äKODA,DRUH POVRCHU VOZOVKY,STAV POVRCHU VOZOVKY V DOBÃ NEHODY,STAV KOMUNIKACE,POVÃTRNOSTNÕ PODMÕNKY V DOBÃ NEHODY,VIDITELNOST,ROZHLEDOV… POMÃRY,DÃLENÕ KOMUNIKACE,SITUOV¡NÕ NEHODY NA KOMUNIKACI,ÿÕZENÕ PROVOZU V DOBÃ NEHODY,MÕSTNÕ ⁄PRAVA PÿEDNOSTI V JÕZDÃ,SPECIFICK¡ MÕSTA A OBJEKTY V MÕSTÃ NEHODY,SMÃROV… POMÃRY,PO»ET Z⁄»ASTNÃN›CH VOZIDEL,MÕSTO DOPRAVNÕ NEHODY,DRUH KÿIéUJÕCÕ KOMUNIKACE,DRUH VOZIDLA,V›ROBNÕ ZNA»KA MOTOROV…HO VOZIDLA,ROK V›ROBY VOZIDLA,CHARAKTERISTIKA VOZIDLA ,SMYK,VOZIDLO PO NEHODÃ,"⁄NIK PROVOZNÕCH, PÿEPRAVOVAN›CH HMOT",ZPŸSOB VYPROäTÃNÕ OSOB Z VOZIDLA,SMÃR JÕZDY NEBO POSTAVENÕ VOZIDLA,äKODA NA VOZIDLE,KATEGORIE ÿIDI»E,STAV ÿIDI»E,VNÃJäÕ OVLIVNÃNÕ ÿIDI»E,nan.1,nan.2,nan.3,nan.4,nan.5,nan.6,nan.7,nan.8,nan.9,nan.10,nan.11,nan.12,nan.13,nan.14,nan.15,nan.16,nan.17,nan.18,LOKALITA NEHODY
11206190007,3,22912.0,2019-01-03,4,1025,1,2,0,2,1,0,502,0,0,0,50,2,3,1,1,1,1,1,1,0,0,0,1,2,0,,17,,XX,,,,,,,0,,,,"-792458,876","-1034538,076","-792455,116","-1034533,242","-792454,381","-1034534,294",RakovnÌk,VLubnici,,silnice3.t¯Ìdy,22912,1268210.0,,Souhlasn˝sesmÏrem˙seku,Pomal˝,541656.0,535419.0,GN_V0.1UIR-ADR_410,1
11206190008,3,22912.0,2019-01-02,3,2200,3,0,3,2,1,0,204,0,0,0,150,2,3,1,1,4,1,1,8,0,0,0,2,1,0,,3,31.0,03,1.0,0.0,1.0,0.0,1.0,3.0,100,3.0,1.0,1.0,"-798527,982","-1040756,885","-798547,261","-1040750,458","-798546,859","-1040750,882",Krakov,,,silnice3.t¯Ìdy,22912,875783.0,,Souhlasn˝sesmÏrem˙seku,Pomal˝,565351.0,,GN_V0.1UIR-ADR_410,1
11206190009,6,,2019-01-03,4,1660,2,0,0,2,1,0,204,0,0,0,300,2,6,1,1,4,1,1,1,0,0,0,1,2,0,,17,,XX,,,,,,,0,,,,"-778776,717","-1031094,669","-778776,717","-1031094,669","-778774,457","-1031087,73",NovÈStraöecÌ,1.m·je,,mÌstnÌkomunikace,,236052.0,,Souhlasn˝sesmÏrem˙seku,Pomal˝,542164.0,533173.0,GN_V0.1UIR-ADR_410,1
11206190010,1,6.0,2019-01-03,4,2315,1,1,0,1,1,2,501,0,1,0,4500,2,5,1,5,7,1,1,1,0,0,0,3,2,0,,3,32.0,17,3.0,0.0,1.0,0.0,1.0,3.0,3000,2.0,1.0,3.0,,,"-783784,391","-1027298,588","-783785,637","-1027300,614",,,,silnice1.t¯Ìdy,6,2790270.0,,OpaËn˝kesmÏru˙seku,Pomal˝,542351.0,,GN_V0.1UIR-ADR_410,2
11206190011,2,237.0,2019-01-04,5,925,9,0,0,1,1,2,204,0,0,1,1200,2,3,1,5,1,1,1,3,0,0,0,3,1,0,,3,5.0,11,1.0,1.0,1.0,0.0,1.0,1.0,1200,2.0,1.0,1.0,"-785053,659","-1031582,121","-785053,659","-1031582,121","-785057,612","-1031566,691",,,,silnice2.t¯Ìdy,237,2791165.0,,OpaËn˝kesmÏru˙seku,Pomal˝,542041.0,,GN_V0.1UIR-ADR_410,2
11206190012,2,227.0,2019-01-01,2,2560,3,0,2,2,1,0,504,0,0,0,100,2,3,1,1,4,1,2,2,0,0,0,1,1,0,,17,,XX,,,,,,,0,,,,"-790853,465","-1034622,537","-790853,465","-1034622,537","-790851,537","-1034621,005",RakovnÌk,Frant.Diepolta,,silnice2.t¯Ìdy,227,246264.0,,OpaËn˝kesmÏru˙seku,Pomal˝,541656.0,533963.0,GN_V0.1UIR-ADR_410,1
11206190013,6,,2019-01-04,5,1540,3,0,1,2,1,2,509,0,0,0,800,2,6,1,1,1,1,1,8,0,0,0,2,1,0,,3,39.0,13,3.0,0.0,1.0,0.0,1.0,5.0,800,3.0,1.0,1.0,"-781417,238","-1043110,746","-781417,238","-1043110,746","-781421,652","-1043110,298",,,,mÌstnÌkomunikace,,3399099.0,,OpaËn˝kesmÏru˙seku,Pomal˝,541982.0,,GN_V0.1UIR-ADR_410,2
11206190014,6,,2019-01-04,5,1855,1,2,0,2,1,2,504,0,0,0,250,2,3,1,1,4,1,1,1,0,0,0,1,2,0,,3,13.0,10,1.0,0.0,1.0,0.0,1.0,5.0,50,2.0,1.0,1.0,"-791060,503","-1033535,974","-791061,577","-1033535,974","-791061,704","-1033536,048",RakovnÌk,FojtÌkova,,mÌstnÌkomunikace,,1628941.0,,Souhlasn˝sesmÏrem˙seku,Pomal˝,541656.0,533955.0,GN_V0.1UIR-ADR_410,1
11206190015,2,233.0,2019-01-05,6,1640,5,0,0,2,4,0,100,0,0,0,500,2,3,1,3,2,1,1,1,0,0,0,1,1,0,,3,47.0,17,1.0,0.0,0.0,0.0,1.0,1.0,500,3.0,1.0,1.0,"-795942,287","-1047324,434","-795942,287","-1047324,434","-795940,164","-1047323,181",,,,silnice2.t¯Ìdy,233,3286456.0,,Souhlasn˝sesmÏrem˙seku,Pomal˝,542415.0,,GN_V0.1UIR-ADR_410,2
11206190016,2,606.0,2019-01-07,1,2560,3,0,9,2,1,0,204,0,0,0,1500,2,3,1,1,4,1,1,1,3,3,7,5,1,19,2.0,3,11.0,16,2.0,0.0,3.0,0.0,1.0,32.0,1200,3.0,1.0,1.0,,,"-778916,682","-1029993,815","-778919,419","-1029996,603",,,,silnice2.t¯Ìdy,606,3115367.0,,Souhlasn˝sesmÏrem˙seku,Pomal˝,542164.0,533319.0,GN_V0.1UIR-ADR_410,2
11206190017,1,27.0,2019-01-07,1,1045,5,0,0,2,4,0,100,0,0,0,200,2,3,1,1,1,1,1,1,0,0,0,3,1,0,,3,2.0,96,9.0,0.0,1.0,0.0,1.0,1.0,200,2.0,1.0,1.0,"-807937,205","-1029017,711","-807937,205","-1029017,711","-807943,593","-1029018,194",,,,silnice1.t¯Ìdy,27,2807417.0,,OpaËn˝kesmÏru˙seku,Pomal˝,566560.0,,GN_V0.1UIR-ADR_410,2
11206190018,6,,2019-01-07,1,1100,3,0,2,2,1,2,504,0,0,0,300,2,3,1,4,3,1,1,1,0,0,0,1,1,0,,3,12.0,15,3.0,0.0,1.0,0.0,1.0,5.0,100,2.0,1.0,1.0,"-790352,799","-1035367,098","-790352,799","-1035367,098","-790348,398","-1035364,953",RakovnÌk,n·b¯.Dr.Beneöe,,mÌstnÌkomunikace,,247932.0,,Souhlasn˝sesmÏrem˙seku,Pomal˝,541656.0,534358.0,GN_V0.1UIR-ADR_410,1
11206190019,2,227.0,2019-01-07,1,645,4,0,0,1,1,2,412,0,0,1,50,2,3,1,4,5,1,2,1,2,0,1,4,1,19,2.0,3,39.0,09,1.0,0.0,1.0,0.0,1.0,43.0,50,2.0,1.0,1.0,"-791423,03","-1034418,446","-791438,561","-1034399,702","-791438,554","-1034399,685",RakovnÌk,NaSeky¯e,,silnice2.t¯Ìdy,227,244845.0,,OpaËn˝kesmÏru˙seku,Pomal˝,541656.0,534471.0,GN_V0.1UIR-ADR_410,1
11206190020,2,229.0,2019-01-07,1,1945,5,0,0,2,4,0,100,0,0,0,300,2,3,1,1,6,1,1,1,0,0,0,1,1,0,,3,13.0,18,2.0,0.0,1.0,0.0,1.0,3.0,300,3.0,1.0,1.0,"-791235,922","-1031471,166","-791235,922","-1031471,166","-791229,295","-1031471,089",,,,silnice2.t¯Ìdy,229,734822.0,,Souhlasn˝sesmÏrem˙seku,Pomal˝,541656.0,,GN_V0.1UIR-ADR_410,2
11206190021,6,,2019-01-08,2,1030,3,0,6,2,1,2,504,0,0,0,300,2,1,1,1,1,1,1,1,0,0,1,1,1,0,,5,10.0,08,1.0,0.0,0.0,0.0,1.0,5.0,150,3.0,1.0,1.0,"-778574,463","-1030557,269","-778574,463","-1030557,269","-778574,138","-1030557,642",NovÈStraöecÌ,KeStadionu,,mÌstnÌkomunikace,,234972.0,,,Pomal˝,542164.0,753220.0,GN_V0.1UIR-ADR_410,1
11206190022,2,237.0,2019-01-08,2,1640,5,0,0,2,4,0,100,0,0,0,520,2,3,1,4,2,1,1,1,0,0,0,1,1,0,,3,39.0,15,1.0,0.0,1.0,0.0,1.0,3.0,500,2.0,1.0,1.0,"-781930,214","-1031505,22","-781930,214","-1031505,22","-781930,422","-1031506,16",,,,silnice2.t¯Ìdy,237,2790306.0,,OpaËn˝kesmÏru˙seku,Pomal˝,542326.0,,GN_V0.1UIR-ADR_410,2
11206190023,3,2371.0,2019-01-08,2,2025,5,0,0,2,4,0,100,0,0,0,400,2,3,1,1,6,1,1,1,0,0,0,1,1,0,,3,26.0,14,1.0,0.0,1.0,0.0,1.0,3.0,400,2.0,1.0,1.0,"-788802,1","-1030977,458","-788802,1","-1030977,458","-788795,796","-1030975,882",,,,silnice3.t¯Ìdy,2371,2791282.0,,OpaËn˝kesmÏru˙seku,Pomal˝,542041.0,532738.0,GN_V0.1UIR-ADR_410,2
11206190024,2,228.0,2019-01-09,3,745,1,2,0,1,1,2,204,0,0,2,3000,2,6,1,1,2,1,1,1,0,0,0,3,3,0,,3,4.0,00,1.0,0.0,1.0,0.0,1.0,3.0,500,2.0,1.0,1.0,"-806405,313","-1031590,124","-806405,313","-1031590,124","-806406,171","-1031587,62",,,,silnice2.t¯Ìdy,228,873128.0,,Souhlasn˝sesmÏrem˙seku,Pomal˝,541834.0,,GN_V0.1UIR-ADR_410,2
11206190025,1,6.0,2019-01-09,3,1140,1,4,0,2,1,2,201,0,0,0,1800,2,1,1,1,1,1,1,1,0,0,0,1,2,0,,3,8.0,16,3.0,0.0,0.0,1.0,1.0,1.0,1300,2.0,1.0,1.0,"-797321,656","-1026346,151","-797322,192","-1026339,725","-797322,191","-1026339,569",,,,silnice1.t¯Ìdy,6,2004507.0,,Souhlasn˝sesmÏrem˙seku,Pomal˝,541877.0,,GN_V0.1UIR-ADR_410,2
11206190026,6,,2019-01-08,2,2560,2,0,0,2,1,0,516,0,0,0,50,2,3,1,1,4,1,1,0,0,0,0,1,2,0,,17,,XX,,,,,,,0,,,,"-791180,225","-1034347,579","-791180,225","-1034347,579","-791176,408","-1034342,361",RakovnÌk,Praûsk·,,mÌstnÌkomunikace,,734918.0,,OpaËn˝kesmÏru˙seku,Pomal˝,541656.0,534714.0,GN_V0.1UIR-ADR_410,1
11206190027,2,236.0,2019-01-09,3,1640,3,0,4,2,1,2,204,0,0,0,1450,2,6,1,5,2,1,1,1,0,0,0,3,1,0,,3,13.0,11,1.0,1.0,0.0,1.0,1.0,3.0,1100,2.0,1.0,1.0,"-782797,925","-1045656,144","-782803,834","-1045667,961","-782804,683","-1045667,814",,,,silnice2.t¯Ìdy,236,2004893.0,,Souhlasn˝sesmÏrem˙seku,Pomal˝,598526.0,,GN_V0.1UIR-ADR_410,2
11206190028,6,,2019-01-10,4,1355,1,2,0,2,1,2,504,0,0,0,210,2,3,1,1,1,1,0,1,0,0,9,1,2,0,,5,43.0,19,3.0,0.0,1.0,0.0,1.0,5.0,10,3.0,1.0,1.0,"-789641,767","-1026789,388","-789641,767","-1026789,388","-789642,439","-1026783,691",,,,mÌstnÌkomunikace,,1536156.0,,Souhlasn˝sesmÏrem˙seku,Pomal˝,541966.0,,GN_V0.1UIR-ADR_410,2
11206190029,2,229.0,2019-01-10,4,1740,5,0,0,2,4,0,100,0,0,0,50,2,3,1,1,6,1,1,1,0,0,0,1,1,0,,3,39.0,07,1.0,0.0,1.0,0.0,1.0,1.0,50,2.0,1.0,1.0,"-791146,709","-1031222,27","-791146,709","-1031222,27","-791159,191","-1031215,284",,,,silnice2.t¯Ìdy,229,2005108.0,,OpaËn˝kesmÏru˙seku,Pomal˝,542016.0,,GN_V0.1UIR-ADR_410,2
11206190030,6,,2019-01-11,5,2560,3,0,3,2,1,0,504,0,0,0,20,2,1,1,1,4,1,1,1,0,0,0,1,1,0,,17,,XX,,,,,,,0,,,,"-791667,509","-1034764,674","-791660,526","-1034753,394","-791660,565","-1034753,556",RakovnÌk,KomenskÈhon·m.,,mÌstnÌkomunikace,,246119.0,,OpaËn˝kesmÏru˙seku,Pomal˝,541656.0,534218.0,GN_V0.1UIR-ADR_410,1
11206190031,3,22913.0,2019-01-11,5,1530,3,0,3,2,1,2,204,0,0,0,350,2,6,1,5,1,1,1,1,0,0,0,2,1,0,,3,39.0,17,1.0,1.0,1.0,0.0,1.0,1.0,300,2.0,1.0,1.0,"-793537,058","-1031093,669","-793537,058","-1031093,669","-793532,465","-1031093,389",Oleön·,,,silnice3.t¯Ìdy,22913,3408721.0,,OpaËn˝kesmÏru˙seku,Pomal˝,542199.0,,GN_V0.1UIR-ADR_410,1
11206190032,1,6.0,2019-01-11,5,1529,1,1,0,1,1,2,204,0,0,2,1400,2,5,1,5,1,1,2,1,0,0,0,3,2,0,,3,2.0,98,1.0,1.0,1.0,0.0,1.0,3.0,700,2.0,1.0,1.0,"-786666,752","-1026822,736","-786666,752","-1026822,736","-786667,721","-1026819,86",,,,silnice1.t¯Ìdy,6,1489358.0,,Souhlasn˝sesmÏrem˙seku,Pomal˝,541974.0,,GN_V0.1UIR-ADR_410,2
11206190033,2,227.0,2019-01-11,5,1820,5,0,0,2,4,0,100,0,0,0,400,2,3,2,1,6,1,1,1,0,0,0,2,1,0,,3,17.0,16,1.0,0.0,1.0,0.0,1.0,3.0,400,2.0,1.0,1.0,"-794373,038","-1032503,618","-794376,261","-1032499,858","-794375,278","-1032499,364",,,,silnice2.t¯Ìdy,227,2005481.0,,Souhlasn˝sesmÏrem˙seku,Pomal˝,541656.0,,GN_V0.1UIR-ADR_410,2
11206190034,6,,2019-01-12,6,920,1,4,0,2,1,2,503,0,0,0,400,2,1,1,1,1,1,1,1,0,0,0,1,2,0,,3,39.0,04,1.0,0.0,1.0,0.0,1.0,5.0,200,2.0,1.0,1.0,"-794501,795","-1025857,331","-794501,795","-1025857,331","-794507,842","-1025852,922",,,,mÌstnÌkomunikace,,2790861.0,,OpaËn˝kesmÏru˙seku,Pomal˝,542130.0,,GN_V0.1UIR-ADR_410,2
11206190035,2,227.0,2019-01-12,6,1730,9,0,0,2,1,2,510,0,0,0,1500,2,3,1,1,6,1,1,1,0,0,0,1,1,0,,3,25.0,16,1.0,0.0,1.0,0.0,1.0,1.0,1500,2.0,1.0,1.0,"-785564,505","-1037652,971","-785564,505","-1037652,971","-785559,999","-1037649,673",,,,silnice2.t¯Ìdy,227,2004887.0,,Souhlasn˝sesmÏrem˙seku,Pomal˝,542288.0,,GN_V0.1UIR-ADR_410,2
11206190036,3,2337.0,2019-01-13,0,1745,5,0,0,2,4,0,100,0,0,0,100,2,3,1,3,7,1,1,1,0,0,0,1,1,0,,3,2.0,10,1.0,0.0,1.0,0.0,1.0,3.0,100,3.0,1.0,1.0,"-794754,826","-1042219,899","-794754,826","-1042216,676","-794754,952","-1042217,299",,,,silnice3.t¯Ìdy,2337,2004816.0,,Souhlasn˝sesmÏrem˙seku,Pomal˝,542211.0,,GN_V0.1UIR-ADR_410,2
11206190037,1,6.0,2019-01-13,0,1745,6,0,0,2,4,0,100,0,0,0,200,2,3,1,3,7,1,1,1,0,0,0,1,1,0,,3,60.0,09,1.0,0.0,1.0,0.0,1.0,3.0,200,2.0,1.0,1.0,,,"-803088,381","-1026341,577","-803087,542","-1026345,006",,,,silnice1.t¯Ìdy,6,3412430.0,,OpaËn˝kesmÏru˙seku,Pomal˝,541737.0,,GN_V0.1UIR-ADR_410,2
11206190038,3,2275.0,2019-01-13,0,2310,5,0,0,2,4,0,100,0,0,0,250,2,3,1,1,6,1,1,1,0,0,0,3,1,0,,3,39.0,18,1.0,0.0,1.0,0.0,1.0,1.0,200,3.0,1.0,1.0,"-800349,225","-1028496,589","-800349,225","-1028496,589","-800349,511","-1028497,323",,,,silnice3.t¯Ìdy,2275,2790914.0,,OpaËn˝kesmÏru˙seku,Pomal˝,541893.0,,GN_V0.1UIR-ADR_410,2
11206190039,2,237.0,2019-01-14,1,1705,1,4,0,2,1,2,204,0,0,0,40,2,6,1,6,6,1,1,1,0,0,0,1,2,0,,3,47.0,07,3.0,0.0,0.0,0.0,1.0,1.0,20,3.0,1.0,1.0,"-783375,223","-1031490,256","-783375,223","-1031490,256","-783374,866","-1031486,065",,,,silnice2.t¯Ìdy,237,2792728.0,,Souhlasn˝sesmÏrem˙seku,Pomal˝,542326.0,,GN_V0.1UIR-ADR_410,2
11206190040,2,237.0,2019-01-14,1,1706,9,0,0,2,1,2,204,0,0,0,20,2,6,1,6,6,1,1,1,0,0,0,1,1,0,,3,31.0,04,1.0,0.0,0.0,0.0,1.0,1.0,20,2.0,1.0,1.0,"-783375,223","-1031490,256","-783375,223","-1031490,256","-783374,866","-1031486,065",,,,silnice2.t¯Ìdy,237,2792728.0,,Souhlasn˝sesmÏrem˙seku,Pomal˝,542326.0,,GN_V0.1UIR-ADR_410,2
11206190041,2,237.0,2019-01-14,1,1707,1,2,0,2,1,2,204,0,0,0,430,2,6,1,6,6,1,1,1,0,0,0,1,2,0,,3,39.0,13,3.0,0.0,0.0,0.0,1.0,1.0,400,2.0,1.0,1.0,"-783375,223","-1031490,256","-783375,223","-1031490,256","-783374,866","-1031486,065",,,,silnice2.t¯Ìdy,237,2792728.0,,Souhlasn˝sesmÏrem˙seku,Pomal˝,542326.0,,GN_V0.1UIR-ADR_410,2
11206190042,1,6.0,2019-01-14,1,1900,3,0,9,2,6,0,100,0,0,0,30,2,3,9,1,6,1,1,1,0,0,0,1,1,0,,3,39.0,11,1.0,0.0,1.0,0.0,1.0,3.0,30,2.0,1.0,1.0,"-788444,807","-1026789,738","-788444,807","-1026789,738","-788445,127","-1026782,733",,,,silnice1.t¯Ìdy,6,3548249.0,,Souhlasn˝sesmÏrem˙seku,Pomal˝,541974.0,,GN_V0.1UIR-ADR_410,2
11206190043,2,227.0,2019-01-15,2,1330,1,2,0,2,1,2,505,0,0,0,550,2,3,1,1,1,1,1,1,3,3,0,5,2,19,3.0,3,17.0,02,1.0,0.0,1.0,1.0,1.0,13.0,300,2.0,1.0,1.0,"-796890,142","-1025212,153","-796894,962","-1025196,087","-796895,255","-1025196,15",,,,silnice2.t¯Ìdy,227,1349301.0,,Souhlasn˝sesmÏrem˙seku,Pomal˝,542458.0,,GN_V0.1UIR-ADR_410,2
11206190044,2,229.0,2019-01-15,2,1945,5,0,0,2,4,0,100,0,0,0,270,2,1,1,1,6,1,1,1,0,0,0,3,1,0,,5,29.0,06,1.0,0.0,1.0,0.0,1.0,3.0,250,2.0,1.0,1.0,"-791048,507","-1033019,106","-791048,507","-1033019,106","-791043,501","-1033019,561",,,,silnice2.t¯Ìdy,229,2793148.0,,OpaËn˝kesmÏru˙seku,Pomal˝,541656.0,534269.0,GN_V0.1UIR-ADR_410,2
11206190045,2,227.0,2019-01-15,2,2100,1,2,0,2,1,2,501,0,0,0,600,2,1,1,1,6,1,1,1,0,0,0,1,2,0,,7,48.0,18,3.0,0.0,1.0,0.0,1.0,1.0,300,3.0,1.0,1.0,"-796943,464","-1026696,577","-796943,464","-1026696,577","-796945,058","-1026696,523",,,,silnice2.t¯Ìdy,227,2004508.0,,OpaËn˝kesmÏru˙seku,Pomal˝,541877.0,674087.0,GN_V0.1UIR-ADR_410,2
11206190046,2,227.0,2019-01-16,3,930,5,0,0,2,4,0,100,0,0,0,200,2,1,1,1,1,1,1,1,0,0,0,1,1,0,,3,31.0,14,1.0,0.0,0.0,0.0,1.0,1.0,200,2.0,1.0,1.0,"-785252,18","-1038092,412","-785240,9","-1038082,744","-785240,392","-1038082,348",,,,silnice2.t¯Ìdy,227,2004886.0,,Souhlasn˝sesmÏrem˙seku,Pomal˝,542288.0,,GN_V0.1UIR-ADR_410,2
11206190047,6,,2019-01-16,3,910,1,4,0,1,1,2,504,0,0,1,210,2,1,1,1,1,1,1,1,0,0,0,1,2,0,,3,4.0,02,1.0,0.0,0.0,0.0,1.0,5.0,10,2.0,1.0,1.0,"-791239,753","-1034276,895","-791229,039","-1034279,574","-791229,436","-1034280,112",RakovnÌk,éiûkovon·m.,,mÌstnÌkomunikace,,244445.0,,Souhlasn˝sesmÏrem˙seku,Pomal˝,541656.0,535290.0,GN_V0.1UIR-ADR_410,1
11206190048,3,2274.0,2019-01-13,0,515,2,0,0,2,1,0,508,0,0,0,300,5,1,1,1,4,1,0,0,0,0,0,1,2,0,,5,19.0,97,1.0,0.0,1.0,0.0,1.0,5.0,0,3.0,1.0,1.0,"-796537,583","-1028920,331","-796537,583","-1028920,331","-796547,549","-1028944,524",KnÏûeves,Praûsk·,,silnice3.t¯Ìdy,2274,3517238.0,,Souhlasn˝sesmÏrem˙seku,Pomal˝,541877.0,532002.0,GN_V0.1UIR-ADR_410,1
11206190049,6,,2019-01-17,4,2560,2,0,0,2,1,0,508,0,0,0,130,2,1,1,1,2,1,1,1,0,0,0,1,2,0,,17,,XX,,,,,,,0,,,,"-791934,288","-1034305,261","-791934,288","-1034305,261","-791935,766","-1034307,251",RakovnÌk,n·b¯.T.G.Masaryka,,mÌstnÌkomunikace,,1393176.0,,Souhlasn˝sesmÏrem˙seku,Pomal˝,541656.0,534391.0,GN_V0.1UIR-ADR_410,1
11206190050,3,22912.0,2019-01-18,5,520,3,0,1,1,1,2,204,0,0,1,550,2,6,1,1,6,1,1,1,0,0,0,3,1,0,,3,39.0,12,1.0,1.0,1.0,0.0,1.0,3.0,500,2.0,1.0,1.0,"-797420,518","-1040160,245","-797420,518","-1040160,245","-797419,518","-1040160,732",,,,silnice3.t¯Ìdy,22912,2004608.0,,Souhlasn˝sesmÏrem˙seku,Pomal˝,565351.0,,GN_V0.1UIR-ADR_410,2
11206190051,6,,2019-01-16,3,530,2,0,0,2,1,0,504,0,0,0,60,2,3,1,1,4,1,0,1,0,0,10,1,2,0,,3,17.0,17,1.0,0.0,1.0,0.0,1.0,5.0,50,2.0,1.0,1.0,,,"-787313,849","-1026945,448","-787314,351","-1026945,258",Kruöovice,UPivovaru,,mÌstnÌkomunikace,,2791268.0,,OpaËn˝kesmÏru˙seku,Pomal˝,541974.0,806889.0,GN_V0.1UIR-ADR_410,1
11206190052,6,,2019-01-19,6,1245,1,3,0,2,1,2,403,0,0,0,1000,2,1,1,1,1,1,1,1,3,3,0,5,2,10,6.0,3,35.0,04,1.0,0.0,0.0,0.0,1.0,5.0,200,2.0,1.0,1.0,"-790560,986","-1034261,637","-790560,449","-1034262,711","-790560,436","-1034262,703",RakovnÌk,Luûensk·,,mÌstnÌkomunikace,,244527.0,,OpaËn˝kesmÏru˙seku,Pomal˝,541656.0,534307.0,GN_V0.1UIR-ADR_410,1
11206190053,2,236.0,2019-01-19,6,2236,5,0,0,2,4,0,100,0,0,0,250,2,1,1,1,6,1,1,1,0,0,0,1,1,0,,3,44.0,18,1.0,0.0,0.0,0.0,1.0,1.0,250,4.0,1.0,1.0,"-780007,535","-1035058,258","-780007,535","-1035058,258","-780009,591","-1035055,797",,,,silnice2.t¯Ìdy,236,1575207.0,,Souhlasn˝sesmÏrem˙seku,Pomal˝,541991.0,,GN_V0.1UIR-ADR_410,2
11206190054,1,6.0,2019-01-20,0,1620,1,2,0,2,1,2,403,0,0,0,800,2,1,1,1,1,1,1,1,3,3,0,4,2,19,1.0,3,17.0,16,3.0,0.0,0.0,0.0,1.0,13.0,800,2.0,1.0,1.0,"-807795,556","-1027410,717","-807796,147","-1027398,003","-807796,147","-1027398,003",,,,silnice1.t¯Ìdy,6,2004438.0,,,Pomal˝,565199.0,,GN_V0.1UIR-ADR_410,2
11206190055,6,,2019-01-21,1,1005,2,0,0,2,1,2,504,0,0,0,400,2,1,1,1,1,1,1,1,0,0,0,1,2,0,,3,47.0,06,1.0,0.0,0.0,0.0,1.0,5.0,300,2.0,1.0,1.0,"-791290,922","-1034592,535","-791279,245","-1034581,389","-791279,35","-1034581,677",RakovnÌk,n·b¯.Dr.Beneöe,,mÌstnÌkomunikace,,2793378.0,,Souhlasn˝sesmÏrem˙seku,Pomal˝,541656.0,534358.0,GN_V0.1UIR-ADR_410,1
11206190056,6,,2019-01-21,1,1451,2,0,0,2,1,2,511,0,0,0,30,1,1,1,1,1,1,1,1,1,0,0,1,2,0,,5,32.0,15,3.0,0.0,1.0,0.0,1.0,5.0,10,3.0,1.0,1.0,"-791916,496","-1034160,739","-791921,33","-1034158,591","-791921,628","-1034159,179",RakovnÌk,Klicperova,,mÌstnÌkomunikace,,1695286.0,,,Pomal˝,541656.0,534170.0,GN_V0.1UIR-ADR_410,1
11206190057,2,229.0,2019-01-23,3,1720,3,0,9,2,1,2,511,0,0,0,550,2,1,1,1,2,1,1,1,0,0,0,3,1,0,,3,39.0,13,2.0,0.0,1.0,1.0,1.0,1.0,500,2.0,1.0,1.0,"-791489,988","-1034543,374","-791493,21","-1034549,82","-791492,849","-1034550,079",RakovnÌk,N·draûnÌ,,silnice2.t¯Ìdy,229,245459.0,,OpaËn˝kesmÏru˙seku,Pomal˝,541656.0,534544.0,GN_V0.1UIR-ADR_410,1
11206190058,2,228.0,2019-01-24,4,1230,1,4,0,1,1,2,503,0,0,1,250,2,3,1,1,1,1,1,1,3,3,0,5,2,22,2.0,3,13.0,02,3.0,0.0,0.0,0.0,1.0,31.0,150,2.0,1.0,1.0,"-793623,728","-1033093,175","-793623,728","-1033093,175","-793626,72","-1033088,871",,,,silnice2.t¯Ìdy,228,2005111.0,,OpaËn˝kesmÏru˙seku,Pomal˝,541656.0,533874.0,GN_V0.1UIR-ADR_410,2
11206190059,1,6.0,2019-01-24,4,1905,0,0,0,2,1,0,516,0,0,0,150,2,1,1,1,4,1,1,1,0,0,0,1,2,0,,17,,XX,,,,,,,0,,,,"-799781,78","-1026440,082","-799781,78","-1026440,082","-799781,572","-1026438,602",Ho¯esedly,,,silnice1.t¯Ìdy,6,877521.0,,Souhlasn˝sesmÏrem˙seku,Pomal˝,541729.0,,GN_V0.1UIR-ADR_410,1
11206190060,6,,2019-01-25,5,1810,3,0,9,2,1,2,204,0,0,0,310,1,6,1,1,4,1,0,0,0,0,0,3,1,0,,3,39.0,15,3.0,1.0,1.0,0.0,1.0,5.0,300,2.0,1.0,1.0,"-791945,589","-1035319,972","-791945,589","-1035319,972","-791949,59","-1035314,651",RakovnÌk,Lubensk·,,mÌstnÌkomunikace,,2560772.0,,,Pomal˝,541656.0,534633.0,GN_V0.1UIR-ADR_410,1
